Car Name,Year,Selling Price,Kilometer Driven,Fuel Type,Seller Type,Transminssion,Owner,KM Range,Car Age,Price per KM,Condition
Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,25–50k,10,10.0,Old
Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,50–75k,8,11.320754716981131,New
Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,50–75k,8,5.0,New
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,50–75k,13,2.857142857142857,Old
Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,150–200k,17,0.7142857142857143,Old
Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner,75–100k,13,1.875,Old
Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner,100–150k,22,0.6818181818181818,Old
Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner,75–100k,12,3.888888888888889,Old
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,0–25k,7,113.33333333333333,New
BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,75–100k,14,10.348837209302326,Old
Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner,100–150k,11,4.166666666666667,Old
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner,0–25k,6,115.38461538461539,New
Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner,50–75k,15,1.65,Old
Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner,25–50k,14,5.108695652173913,Old
Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner,25–50k,19,1.875,Old
Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner,75–100k,11,6.666666666666667,Old
Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,0–25k,6,40.0,New
Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner,75–100k,13,4.333333333333333,Old
Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner,50–75k,10,8.571428571428571,Old
Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner,50–75k,8,8.571428571428571,New
Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner,25–50k,6,20.857142857142858,New
Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner,0–25k,8,35.43307086614173,New
Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner,75–100k,14,3.125,Old
Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner,0–25k,7,70.0,New
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,0–25k,7,15.0,New
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,0–25k,8,42.10526315789474,New
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,75–100k,16,1.3157894736842106,Old
BMW X1 sDrive 20d xLine,2019,2600000,9500,Diesel,Individual,Automatic,First Owner,0–25k,6,273.6842105263158,New
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000,Petrol,Individual,Manual,First Owner,25–50k,13,6.0,Old
Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner,75–100k,13,3.2777777777777777,Old
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,25–50k,12,14.180065010144201,Old
Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,50–75k,15,2.6842034626224667,Old
Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,75–100k,16,1.489237395896578,Old
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,150–200k,13,1.6021532940271725,Old
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,75–100k,21,4.281967564095702,Old
Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,100–150k,8,4.250733993020888,New
Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,75–100k,10,2.125,Old
Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,0–25k,6,37.5,New
Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,75–100k,12,3.888888888888889,Old
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,50–75k,14,1.8972839650315971,Old
Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,50–75k,13,3.2650099764193725,Old
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,50–75k,11,7.280920921534665,Old
Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,50–75k,10,8.078099755938263,Old
Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,75–100k,13,2.1919009260781412,Old
Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,100–150k,12,6.311353639709095,Old
Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,25–50k,15,8.0,Old
Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,100–150k,25,0.8333333333333334,Old
Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,75–100k,11,4.555544444444444,Old
Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,0–25k,7,25.6,New
Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,75–100k,18,2.0,Old
Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,75–100k,12,1.82,Old
Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,50–75k,7,10.714285714285714,New
Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,25–50k,23,3.0,Old
Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,75–100k,17,0.8,Old
Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,75–100k,9,2.6666666666666665,New
Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,50–75k,20,1.0,Old
Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,100–150k,18,0.5833333333333334,Old
Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,75–100k,17,3.1666666666666665,Old
Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,50–75k,10,5.833333333333333,Old
Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,25–50k,10,23.3,Old
Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,100–150k,14,2.5462962962962963,Old
Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,150–200k,13,2.1875,Old
Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,75–100k,19,1.5,Old
Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,100–150k,15,2.7083333333333335,Old
Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,100–150k,13,6.372549019607843,Old
Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner,150–200k,16,1.6853932584269662,Old
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,150–200k,11,6.0,Old
Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,50–75k,13,7.5,Old
Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,0–25k,6,141.66666666666666,New
Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,75–100k,19,1.9968582763119358,Old
Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,100–150k,12,2.0714285714285716,Old
Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,50–75k,11,5.583333333333333,Old
Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,75–100k,19,1.518987341772152,Old
Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,0–25k,20,0.8,Old
Hyundai Getz GLS,2005,250000,70000,Petrol,Individual,Manual,First Owner,50–75k,20,3.5714285714285716,Old
Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Individual,Manual,Second Owner,25–50k,17,2.8761114972557102,Old
Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Individual,Manual,First Owner,50–75k,15,3.5714285714285716,Old
Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,50–75k,13,3.142857142857143,Old
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,0–25k,20,13.155057149018763,Old
Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,50–75k,9,8.857142857142858,New
Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,75–100k,11,4.25,Old
Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,100–150k,16,0.7083333333333334,Old
Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,25–50k,10,6.75,Old
Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner,200k+,16,0.8181818181818182,Old
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,0–25k,7,15.0,New
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,0–25k,8,42.10526315789474,New
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,75–100k,16,1.3157894736842106,Old
Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,25–50k,8,15.0,New
Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,25–50k,13,10.549759699917946,Old
Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,25–50k,8,5.813953488372093,New
Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,50–75k,13,10.357142857142858,Old
Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,50–75k,15,4.545454545454546,Old
Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,75–100k,15,1.2375,Old
Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,50–75k,8,6.363636363636363,New
Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,50–75k,7,7.3,New
Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,75–100k,13,3.75,Old
Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,100–150k,15,10.0,Old
Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,50–75k,15,2.0833333333333335,Old
Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,25–50k,7,16.666666666666668,New
Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,75–100k,12,4.8125,Old
Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,75–100k,13,3.888888888888889,Old
Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,25–50k,22,1.2,Old
Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,25–50k,13,6.0,Old
Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,50–75k,13,5.714285714285714,Old
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,100–150k,11,5.0,Old
Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,75–100k,13,3.75,Old
Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner,150–200k,13,1.6025641025641026,Old
Toyota Innova 2.5 GX 7 STR,2012,800000,180000,Diesel,Individual,Manual,First Owner,150–200k,13,4.444444444444445,Old
Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,0–25k,7,12.0,New
Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner,100–150k,21,0.6666666666666666,Old
Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner,0–25k,5,109.0909090909091,New
Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,25–50k,8,8.875,New
Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,25–50k,10,10.4,Old
Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,25–50k,13,19.23076923076923,Old
Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,25–50k,17,3.8333,Old
Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner,25–50k,11,36.0,Old
Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner,0–25k,7,40.0,New
Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,25–50k,17,3.5,Old
Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,75–100k,14,1.7307692307692308,Old
Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,25–50k,14,4.25,Old
Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,75–100k,11,5.5,Old
Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,50–75k,16,3.5714285714285716,Old
Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,25–50k,11,21.666666666666668,Old
Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,75–100k,17,2.727272727272727,Old
Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner,100–150k,14,1.7333333333333334,Old
Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,50–75k,9,10.869565217391305,New
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,100–150k,9,11.25,New
Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner,100–150k,13,1.8333333333333333,Old
Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,100–150k,17,1.0,Old
Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,50–75k,8,17.571428571428573,New
Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,100–150k,12,2.0,Old
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,25–50k,16,2.6,Old
Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,25–50k,13,7.5,Old
Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,75–100k,15,2.8333222222222223,Old
Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,25–50k,11,12.0,Old
Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,25–50k,13,4.2,Old
Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner,100–150k,11,2.0547945205479454,Old
Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,0–25k,7,28.4,New
Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,50–75k,10,4.416666666666667,Old
Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,25–50k,9,12.857142857142858,New
Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,75–100k,13,6.0,Old
Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,75–100k,15,0.4444444444444444,Old
Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,50–75k,14,5.642857142857143,Old
Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,50–75k,12,3.7096612903225807,Old
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner,0–25k,7,87.5,New
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,75–100k,15,2.125,Old
Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,25–50k,10,14.285714285714286,Old
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,0–25k,12,450.0,Old
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,0–25k,7,380.0,New
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,75–100k,12,18.372093023255815,Old
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,25–50k,6,165.0,New
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,50–75k,9,10.171102661596958,New
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,100–150k,13,2.0454545454545454,Old
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,0–25k,8,27.65208647561589,New
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,0–25k,9,94.31306306306307,New
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,0–25k,10,52.44168484645075,Old
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,0–25k,8,49.476688867745004,New
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,25–50k,9,5.829268292682927,New
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,25–50k,8,55.12912938382596,New
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,25–50k,10,16.313568538739286,Old
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,25–50k,13,4.616229126525369,Old
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,50–75k,12,22.22222222222222,Old
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,50–75k,20,1.4139271827500883,Old
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,50–75k,13,7.403846153846154,Old
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,50–75k,10,13.733285146367907,Old
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,25–50k,8,12.901283677725933,New
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,25–50k,6,11.25,New
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,25–50k,6,11.25,New
Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner,100–150k,13,4.583333333333333,Old
Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,50–75k,12,3.3333333333333335,Old
Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner,75–100k,17,0.8888888888888888,Old
Tata New Safari DICOR 2.2 EX 4x2,2010,300000,250000,Diesel,Individual,Manual,Second Owner,200k+,15,1.2,Old
Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner,0–25k,6,45.0,New
Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner,25–50k,8,8.666666666666666,New
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,15000,Petrol,Individual,Manual,First Owner,0–25k,6,33.333333333333336,New
Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,50–75k,13,2.6898109959473513,Old
Maruti Alto LXi,2006,100000,80000,Petrol,Individual,Manual,First Owner,75–100k,19,1.25,Old
Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner,100–150k,24,0.5982905982905983,Old
Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner,50–75k,21,1.4285714285714286,Old
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner,100–150k,13,6.636363636363637,Old
Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner,75–100k,9,5.25,New
Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner,100–150k,9,5.0,New
Toyota Innova 2.5 V Diesel 7-seater,2009,550000,182000,Diesel,Individual,Manual,Third Owner,150–200k,16,3.021978021978022,Old
Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner,75–100k,13,4.421052631578948,Old
Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner,50–75k,10,7.142857142857143,Old
Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner,75–100k,16,2.1710526315789473,Old
Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner,50–75k,11,9.285714285714286,Old
Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner,25–50k,12,4.239130434782608,Old
Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner,50–75k,26,1.0714285714285714,Old
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner,100–150k,20,0.8333333333333334,Old
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner,0–25k,8,70.8,New
Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner,75–100k,19,1.0,Old
Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner,25–50k,9,10.3,New
Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car,0–25k,8,28.472645922310353,New
Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner,50–75k,24,0.8857142857142857,Old
Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner,100–150k,14,2.0,Old
Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner,0–25k,6,52.0,New
Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner,75–100k,15,1.7,Old
Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner,100–150k,14,1.7272727272727273,Old
Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner,75–100k,14,1.5,Old
Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner,50–75k,16,1.9230769230769231,Old
Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner,25–50k,10,7.25,Old
Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner,0–25k,6,35.25179856115108,New
Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner,0–25k,8,24.76792119797301,New
Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner,0–25k,9,25.333333333333332,New
Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner,75–100k,13,2.4390243902439024,Old
Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner,25–50k,9,12.375,New
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999,173000,Diesel,Individual,Manual,Third Owner,150–200k,11,5.173404624277457,Old
Mahindra XUV500 W6 2WD,2014,600000,151000,Diesel,Individual,Manual,Second Owner,150–200k,11,3.9735099337748343,Old
Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner,25–50k,10,6.0,Old
Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner,0–25k,8,28.666666666666668,New
Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner,75–100k,8,4.625,New
Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner,0–25k,6,68.18181818181819,New
Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner,25–50k,9,6.0,New
BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner,100–150k,13,5.833333333333333,Old
Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner,50–75k,18,1.4285714285714286,Old
Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner,75–100k,10,3.3333333333333335,Old
Tata Indica Vista Quadrajet VX,2012,130000,185000,Diesel,Individual,Manual,Second Owner,150–200k,13,0.7027027027027027,Old
Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner,25–50k,9,16.25,New
Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner,0–25k,8,20.39996,New
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1000000,117780,Diesel,Individual,Manual,Second Owner,100–150k,12,8.49040584139922,Old
Hyundai Verna CRDi SX,2010,280000,120000,Diesel,Individual,Manual,Second Owner,100–150k,15,2.3333333333333335,Old
Maruti Swift DDiS VDI,2017,600000,120000,Diesel,Individual,Manual,First Owner,100–150k,8,5.0,New
Skoda Rapid 1.6 TDI Ambition,2013,210000,120000,Diesel,Individual,Manual,Third Owner,100–150k,12,1.75,Old
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1150000,110000,Diesel,Individual,Automatic,Second Owner,100–150k,11,10.454545454545455,Old
